rcaCode,rcaParameter,rcaDateDesignation,rcaStartDate,rcaCRelevantDirective,rcaCIDOtherDirective,rcaCDateOtherDirective,ReportNetEnvelopeFileId
HRCM_62011034,aN,20110101,20180101,,,,60319
HRCM_62011035,aP,20110101,20180101,,,,60319
HRCM_62011035,aN,20110101,20180101,,,,60319
HRCM_62011036,aN,20110101,20180101,,,,60319
HRCM_62011036,aP,20110101,20180101,,,,60319
HRCM_62011037,aN,20110101,20180101,,,,60319
HRCM_62011037,aP,20110101,20180101,,,,60319
HRCM_62011038,aN,20110101,20180101,,,,60319
HRCM_62011038,aP,20110101,20180101,,,,60319
HRCM_62011039,aN,20110101,20180101,,,,60319
HRCM_62011039,aP,20110101,20180101,,,,60319
HRCM_62011040,aN,20110101,20180101,,,,60319
HRCM_62011040,aP,20110101,20180101,,,,60319
HRCM_62011041,aP,20110101,20180101,,,,60319
HRCM_62011041,aN,20110101,20180101,,,,60319
HRCM_62011042,aP,20110101,20180101,,,,60319
HRCM_62011042,aN,20110101,20180101,,,,60319
HRCM_62011043,aP,20110101,20180101,,,,60319
HRCM_62011043,aN,20110101,20180101,,,,60319
HRCM_62011044,aP,20110101,20180101,,,,60319
HRCM_62011044,aN,20110101,20180101,,,,60319
HRCM_62011045,aN,20110101,20180101,,,,60319
HRCM_62011045,aP,20110101,20180101,,,,60319
HRCM_62011046,aN,20110101,20180101,,,,60319
HRCM_62011046,aP,20110101,20180101,,,,60319
HRCM_62011047,aN,20110101,20180101,,,,60319
HRCM_62011047,aP,20110101,20180101,,,,60319
HRCM_62011049,aN,20110101,20180101,,,,60319
HRCM_62011049,aP,20110101,20180101,,,,60319
HRCM_62011050,aN,20110101,20180101,,,,60319
HRCM_62011050,aP,20110101,20180101,,,,60319
HRCM_62011051,aP,20110101,20180101,,,,60319
HRCM_62011051,aN,20110101,20180101,,,,60319
HRCM_62011052,aP,20110101,20180101,,,,60319
HRCM_62011052,aN,20110101,20180101,,,,60319
HRCM_62011053,aP,20110101,20180101,,,,60319
HRCM_62011053,aN,20110101,20180101,,,,60319
HROT_10940,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",HR10940,,60319
HROT_2520,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",HR2520,,60319
HROT_2523,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",HR2523,,60319
HROT_378015,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",HR378015,,60319
HROT_63664,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",HR63664,,60319
HROT_71005000,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",HR71005000,,60319
HROT_71005001,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",,,60319
HROT_71005002,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",,,60319
HROT_71005003,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",,,60319
HROT_71005004,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",,,60319
HROT_71005005,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",,,60319
HROT_71005006,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",,,60319
HROT_71005007,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",,,60319
HROT_71005008,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",,,60319
HROT_71005009,c,20110101,20180101,"National by-law: Decision upon sensitive areas designation, OG 141/15, 81/10",71005009,,60319
HROT_71005010,c,20110101,20180101,"National by-law: Decision upon sensitive areas designation, OG 141/15, 81/10",71005010,,60319
HROT_71005011,c,20110101,20180101,"National by-law: Decision upon sensitive areas designation, OG 141/15, 81/10",71005011,,60319
HROT_71005012,c,20110101,20180101,"National by-law: Decision upon sensitive areas designation, OG 141/15, 81/10",71005012,,60319
HROT_71005013,c,20110101,20180101,"National by-law: Decision upon sensitive areas designation, OG 141/15, 81/10",71005013,,60319
HROT_71005014,c,20110101,20180101,"National by-law: Decision upon sensitive areas designation, OG 141/15, 81/10",71005014,,60319
HROT_71005015,c,20110101,20180101,"National by-law: Decision upon sensitive areas designation, OG 141/15, 81/10",71005015,,60319
HROT_71005016,c,20110101,20180101,"National by-law: Decision upon sensitive areas designation, OG 141/15, 81/10",71005016,,60319
HROT_71005018,c,20110101,20180101,"National by-law: Decision upon sensitive areas designation, OG 141/15, 81/10",71005018,,60319
HROT_71005019,c,20110101,20180101,"National by-law: Decision upon sensitive areas designation, OG 141/15, 81/10",71005019,,60319
HROT_71005020,c,20110101,20180101,"National by-law: Decision upon sensitive areas designation, OG 141/15, 81/10",71005020,,60319
HROT_71005021,c,20110101,20180101,"National by-law: Decision upon sensitive areas designation, OG 141/15, 81/10",71005021,,60319
HROT_71005022,c,20110101,20180101,"Water framework directive 2000/60/EC, Annex IV - 1.5",,,60319
MTCA4,aN,20050422,20050422,,,,60331
ESCM991,aP,20030529,20100529,,,,60330
ESCA620,aP,20020905,20090905,Directiva 2006/7/CE,,,60330
ESCA621,aP,20020905,20090905,Directiva 2006/7/CE,,,60330
ESCA622,aP,20020905,20090905,Directiva 2006/7/CE,,,60330
ESCA437,aP,19990323,20060323,,,,60330
ESCA439,aP,19990323,20060323,,,,60330
ESCA440,aP,20051025,20121025,,,,60330
ESCM663,aP,20030529,20100529,,,,60330
ESCM664,aP,20030529,20100529,,,,60330
ESCM667,aP,20030529,20100529,,,,60330
ESCM671,aP,20040204,20110204,,,,60330
ESCM672,aP,20040204,20110204,,,,60330
ESCM693,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCM698,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCM700,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCM701,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCM702,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCM703,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCM704,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCM692,aP,20030529,20100529,,,,60330
ESCM712,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCM694,aP,20030529,20100529,,,,60330
ESCM695,aP,20030529,20100529,,,,60330
ESCM696,aP,20030529,20100529,,,,60330
ESCM719,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCM720,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCM721,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCM722,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCM723,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCM742,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCM747,aP,20030529,20100529,Directiva 2006/7/CE,,,60330
ESCA748,aP,20030529,20100529,,,,60330
ESCM605,b,20030529,20100529,,,,60330
